f,g
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682202,113.382627
23.0682202,113.382627
23.0682202,113.382627
23.0682202,113.382627
23.0682202,113.382627
23.0682202,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682202,113.382627
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826268
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826268
23.0682202,113.3826268
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682202,113.382627
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682202,113.382627
23.0682202,113.382627
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826268
23.0682202,113.3826268
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826268
23.0682202,113.3826268
23.0682202,113.3826268
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682202,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826271
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.06822,113.382627
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.382627
23.06822,113.382627
23.0682201,113.382627
23.0682201,113.3826271
23.0682201,113.3826271
23.0682201,113.3826271
23.0682201,113.3826271
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826268
23.0682201,113.3826268
23.0682201,113.3826268
23.0682201,113.3826268
23.06822,113.3826268
23.06822,113.3826268
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.382627
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.3826268
23.06822,113.3826268
23.06822,113.3826268
23.06822,113.3826268
23.06822,113.3826268
23.06822,113.3826268
23.06822,113.3826269
23.06822,113.3826269
23.06822,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.382627
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826269
23.0682201,113.3826268
23.0682201,113.3826268
23.06822,113.3826268
23.06822,113.3826269
23.06822,113.382627
23.06822,113.382627
23.06822,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.0682199,113.382627
23.0682198,113.382627
23.0682198,113.382627
23.0682199,113.382627
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826272
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826271
23.0682199,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826272
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
23.06822,113.3826271
